roman,native,transliterated_sentence,WER,CER,BLEU
Tamil Brahmi bhi Brahmi aadharit lipi hi hai.,तमिल ब्राह्मी भी ब्राह्मी आधारित लिपि ही है।,अरमिल रहमी भी रहमी आधारित लिपी ही हैया,0.625,0.29545454545454547,0.03655552228545124
bhrt me radio prsrn ki shuruwat mumbai aur kolkta me san 1927 me do niji trnsmetro se hui.,भारत में रेडियो प्रसारण की शुरुआत मुंबई और कोलकाता में सन १९२७ में दो निजी ट्रांसमीटरों से हुई।,भर्त मे रेडियो प्रसरण की शुरुवात मुंबई और कोलकता मे सान एग्री मे डो निजी ट्रांसमेट्रो से हुइप,0.6666666666666666,0.22105263157894736,0.030064545690526145
"inki ""vyaktitv prshnvli"" ka uddeshya kisaron ke smvegatmk prikshnon ko unki nirmanvidhi ke aadhaar par teen upvargon","इनकी ""व्यक्तित्व प्रश्नावली"" का उद्देश्य किशारों के संवेगात्मक परीक्षणों को उनकी निर्माणविधि के आधार पर तीन उपवर्गों",इंकी व्यक्तित्व प्रश्नवली का उद्देश्य किसरों के संवेगात्मक परीक्षणों को उनकी निर्माणविधि के आधार पार तीन उपवर्गों,0.29411764705882354,0.0603448275862069,0.4426253273603265
Carbon ke rsynik yaugikon ko karbnik yaugik kahte hain.,कार्बन के रासायनिक यौगिकों को कार्बनिक यौगिक कहते हैं।,अर्बों के र्सिनिक यौगिकों को कार्बनिक यौगिक कहते हैंट,0.3333333333333333,0.14814814814814814,0.4671379777282001
"yadi vah kisi 'samuh se smbndh rakhne vale vyakti ke, jo us samuh ka sdsya hai, viruddh koi yaun apradh krta hai.","यदि वह किसी 'समूह से संबंध रखने वाले व्यक्ति के, जो उस समूह का सदस्य है, विरूद्ध कोई यौन अपराध करता है।",यादी वाह किसी शामुह से सम्बन्ध रखने वाले व्यक्ति कें जो यूएस समूह का सदस्य हैया विरुद्ध कोई यौन अपराध करता हैया,0.4090909090909091,0.18446601941747573,0.19484426900935473
isse pashu aahar ki kimat kuch kam ho jayegi aur utpdn bhi thik bna rhega.,इससे पशु आहार की कीमत कुछ कम हो जाएगी और उत्पादन भी ठीक बना रहेगा।,इस्से पशु आहर की किमत कुच काम हो जाएगी और यूटीपीडीएन भी थिक बना रेगा,0.5333333333333333,0.25757575757575757,0.08085298080223222
"hlnki, bade pairon ke sath purtgl samudri kutte kahin adhik majbuti se bane hote hain aur kase huye ghunghrale balon ke bjy unake bal lhrte huye bhi ho skte hain.","हालांकि, बड़े पैरों के साथ पुर्तगाली समुद्री कुत्ते कहीं अधिक मजबूती से बने होते हैं और कसे हुए घुंघराले बालों के बजाय उनके बाल लहराते हुए भी हो सकते हैं।",हल्नकिन बड़े पैरों के साथ पर्टगल समुद्री कुट्टे कहीं अधिक मजबूती से बने होते हैन और कसे हुये घुंघराले बालों के बीजेवाई उनके बाल ल्हरते हुये भी हो स्क्टे हैंट,0.3333333333333333,0.16233766233766234,0.313722812714752
vnspti ke vistar ttha prkr ke vichar se bhrt ko kai vnsptik kshetro me vibhajit kiya gya hai jo mukhyta:,वनस्पति के विस्तार तथा प्रकार के विचार से भारत को कई वानस्पतिक क्षेत्रों में विभाजित किया गया है जो मुख्यत:,वनस्पति के विस्तार ट्ठा प्रकर के विचार से भर्त को काई वनस्पतिक क्षेत्रो मे विभाजित किया ग्या है जो मुख्यता,0.45,0.11214953271028037,0.09818666361260552
Itihas jhuth bolta hai - Siddheswar Prsd,इतिहास झूठ बोलता है - सिद्धेश्वर प्रसाद,ततिहास झुठ बोलता है आर् अद्धेश्वर आरएसडी,0.7142857142857143,0.3076923076923077,0.06985342056580097
Mnushya,मनुष्य,नृश्य,1.0,0.5,0.0
"stvim stbdi mem 664 se 680 tka phaili mhmriym, jinka ullekha bede ne kiya hai, syda plega hi thi.","सातवीं शताब्दी में 664 से 680 तक फैली महामारियाँ, जिनका उल्लेख बेडे ने किया है, शायद प्लेग ही थी।",स्ट्विम स्तब्दी मेम आईएस से आईएस तका फैली महम्रियम जिंका उल्लेखा बेडे ने किया हैया सिडा प्लेगा ही थिप,0.6842105263157895,0.35051546391752575,0.05394253479372396
ve hathiyon se shyd hi chhote hain.,वे हाथियों से शायद ही छोटे हैं।,वे हाथियों से शाइड ही छोटे हैंट,0.2857142857142857,0.0967741935483871,0.20556680845025987
Resham keet eklingi hota hai.,रेशम कीट एकलिंगी होता है।,एगशाम कीट एकलिंगी होता हैया,0.4,0.2,0.26591479484724945
apni iccha se nyay par khud ko dridh rakhte hue aisa krta hai aur mnushya ke karmo dvra uske karyo ko niyantrit,अपनी इच्छा से न्याय पर खुद को दृढ रखते हुए ऐसा करता है और मनुष्य के कर्मों द्वारा उसके कार्यों को नियंत्रित,अपनी इच्छा से न्याय पार खुद को दृढ़ रखते हुए एआईएसए करता है और मनुष्य के कर्मो द्व्रा उसके कार्यो को नियंत्रित,0.2727272727272727,0.09345794392523364,0.3419372521950973
use 'vakpti dvitiy' bhi kahte hain.,उसे 'वाक्पति द्वितीय' भी कहते हैं।,यूज एव्याकप्टी द्वितीय भी कहते हैंट,0.6666666666666666,0.35294117647058826,0.06846046760764757
"isko Hindi sahity ka sarvshresht yug mna ja skta hai, jismen pady ke sth-sth gady, Smlochna, Khni, Ntk v Ptrkrita ka bhi vikas hua.","इसको हिंदी साहित्य का सर्वश्रेष्ठ युग माना जा सकता है, जिसमें पद्य के साथ-साथ गद्य, समालोचना, कहानी, नाटक व पत्रकारिता का भी विकास हुआ।",इस्को इंदी साहित्य का सर्वश्रेष्ट युग मना जा स्कटा हैया जिस्में पैडी के स्थिस्थ गद्ये मलोचना हैनिया टीटीके वी तरकृत का भी विकास हुआप,0.6666666666666666,0.2740740740740741,0.04688405140614485
mnv bhrun stem koshika sale mdhym me viksit ki ja sakti hai aur unhe uttejit kar insulin,मानव भ्रूण स्टेम कोशिका सेल माध्यम में विकसित की जा सकती है और उन्हें उत्तेजित कर इंसुलिन,मन्व भ्रूण स्टेम कोशिका साले मध्यम मे विकसित की जा सकती है और उन्हे उत्तेजित कार इन्सुलिन,0.4117647058823529,0.11235955056179775,0.36821398145189993
vchn diya hai ki we bhavishy men is prkr ki kisi bhi gatividhi main hissa n lenge aur,वचन दिया है कि वे भविष्य में इस प्रकार की किसी भी गतिविधि में हिस्सा न लेंगे और,वीचीएन दिया है की वे भविष्य मेन आईएस प्रकर की किसी भी गतिविधि मैन हिसा एन लेंगे और,0.4444444444444444,0.17721518987341772,0.20105373454060027
Lucknow me 1936 me janme dr. masud urdu ke jne-mne shitykr hai.,लखनऊ में १९३६ में जन्मे डॉ॰ मसूद उर्दू के जाने-माने साहित्यकार हैं।,अकनो मे एग्री मे जन्मे डीआरएस मसूद उर्दू के जेएनईएमने शित्यक्र हैया,0.6666666666666666,0.3880597014925373,0.09058752341587764
vah vishuddh chaitnya swarup ki or agrasar ho rha hota hai.,वह विशुद्ध चैतन्य स्वरूप की ओर अग्रसर हो रहा होता है।,वाह विशुद्ध चैतन्य स्वरूप की ओर अग्रसर हो रहा होता हैया,0.18181818181818182,0.05660377358490566,0.7860753021519787
"aisa kahte hain,jb mta Prvti ko chndliya dwra apne joothan ka bog lgya tqab sabhi devgan aur Shiv ke bootadi gan iska virodh karne lage","ऐसा कहते हैं,जब माता पार्वती को चंडालिया द्वारा अपने झूठन का भोग लगाया तब सभी देवगण और शिव जी के भूतादिकगण इसका विरोध करने लग",एआईएसए कहते हैंजब मता रूवती को चंदलिया द्वारा अपने जूठन का बोग लग्या तक़ाब सभी देवगण और ह्गिव के बूतड़ी गैन इस्का विरोध करने लगे,0.6,0.264,0.05695661473902485
is bad veh action-drama film shootout at lokhndvla me dikhai di.,इस बाद वह एक्शन-ड्रामा फिल्म शूटआउट ऐट लोखंडवाला में दिखाई दी।,आईएस बड़ वेह एक्शनड्रामा फिल्म शूटआउट एटी लोखंडवला मे दिखाई डीआईएस,0.7272727272727273,0.25806451612903225,0.04411629359322707
"vaigynik drishti se dudharu pashuo ke sharir ke bhar ke anusar uski aavashyaktao jaise jivan nirvah, vikas, ttha utpdn","वैज्ञानिक दृष्टि से दुधारू पशुओं के शरीर के भार के अनुसार उसकी आवश्यकताओं जैसे जीवन निर्वाह, विकास, तथा उत्पादन",वैज्ञानिक दृष्टि से दुधारू पशुओ के शरीर के भार के अनुसार उसकी आवश्यकताओ जैसे जीवन निर्वाह विकास ट्ठा यूटीपीडीएन,0.3157894736842105,0.13513513513513514,0.4645388310348301
SS pngti btte hai ki angrej afsar tibbat ko jan pane me nkm ho gae the.,एसएस पांगती बताते है कि अंग्रेज अफसर तिब्बत को जान पाने में नाकाम हो गए थे.,आरआर पंगती बट्टे है की अंग्रेज अफसर तिब्बत को जान पाने मे एनकेएम हो गाए थें,0.5,0.21333333333333335,0.30415590104969054
iska anubhav prapt krna aur ek hi jivan men sabhi karmon ka fal bhugtna asambhav hai.,इसका अनुभव प्राप्त करना और एक ही जीवन में सभी कर्मों का फल भुगतना असंभव है।,इस्का अनुभव प्राप्त करना और एक ही जीवन मेन सभी कर्मों का फल भुगतना असंभव हैया,0.1875,0.05333333333333334,0.6739047062564734
Shani (Saturn) samet anya grahon ke devtaon ko nvgrh ke ishwar (Yani prmenshwr) je mtht mna jta hai,शनि (सैटर्न) समेत अन्य ग्रहों के देवताओं को नवग्रह के ईश्वर (यानी परमेश्वर) के मातहत माना जाता है,ह्वानी एटर्न समेट अन्य ग्रहों के देवताओं को नवग्रह के ईश्वर अरानी प्रमेंश्वर जे मथ्त मना जता है,0.5,0.21649484536082475,0.32071730888681105
iska lkshya hai - sabhi baccho ke lie buniyadi shiksha ki uplbdhi ki suvidhao ko bdhna -,इसका लक्ष्य है - सभी बच्चों के लिए बुनियादी शिक्षा की उपलब्धि की सुविधाओं को बढ़ाना -,इस्का लक्ष्य है आर् सभी बच्चो के लाइ बुनियादी शिक्षा की उपलब्धि की सुविधाओ को बढ़ना आर्,0.4117647058823529,0.1411764705882353,0.26920508809559307
Tasveeron ko ulta karke dekhna / pustaken ulti karke pdhna,तस्वीरों को उल्टा करके देखना / पुस्तकें उलटी करके पढ़ना,आस्वीरों को उल्टा करके देखना आर् पुस्तकें उल्टी करके पढ़ना,0.3,0.09090909090909091,0.32466791547509893
"Gilmer ne kha: ""Rehersal mjedr nahi hote. Rehersal ne mujhe yakin dilya ki yah aisa kuch nahi hai jise maine jyda krna chhunga… logon","गिल्मर ने कहा: ""रिहर्सल मजेदार नहीं होते. रिहर्सल ने मुझे यकीन दिलाया कि यह ऐसा कुछ नहीं है जिसे मैं ज़्यादा करना चाहूंगा... लोगों",आईएलएमईआर ने खाप एकहर्सल मजेद्र नाही होते एडहर्सल ने मुझे याकिन दिल्या की याह एआईएसए कुच नाही है जिसे मैने जायदा करना छुंगा लोगों,0.7083333333333334,0.33076923076923076,0.023823321885626608
6vin sadi men Alexzandria men niwas karne wale ek Vypri aur Bhrt ki ytra karne wale avm srushtivrnn (Cosmography),6वीं सदी में अलेक्जेंड्रिया में निवास करने वाले एक व्यापारी और भारत की यात्रा करने वाले एवं सृष्टिवर्णन (कॉस्मोग्राफी),वेविन सादी मेन ल्हेक्सजैंड्रिया मेन निवास करने वाले एक याप्री और हर्ट की यात्रा करने वाले एवीएम सृष्टिवर्ण कोस्मोग्राफी,0.5263157894736842,0.22033898305084745,0.2349670560530578
ki sflta ne visehsh rup se un charo ko sharirik aur bhvntmk rup se sokh liya tha.,की सफलता ने विशेष रूप से उन चारों को शारीरिक और भावनात्मक रूप से सोख लिया था।,की सफलता ने विशेष रूप से यूएन चारो को शारीरिक और भवंतमक रूप से सोख लिया थाँ,0.23529411764705882,0.11688311688311688,0.5024331618720053
an'ya visestyem/visesa ruci : isa vidylya mem lgbhga 125 chtra haim aura yhm 6tin kksa se lekra 12vin tak hai.,अन्य विशेषतायें/विशेष रुचि : इस विद्यालय में लगभग १२५ छात्र हैं और यहां ६टीं कक्षा से लेकर १२वीं तक है।,अन्न्य विसेस्टयेमाविसेसा रूसी आर् इसा विद्यालय मेम लगभगा आईएस चत्रा हैम औरा यहम एक्टिन कक्सा से लेकरा ग्विन तक हैया,0.85,0.42718446601941745,0.012673718536830811
isis ne ise puna: shriglmukh dev ki kripa aur sehayog se jivit kar liya aur klntr me isis ne horas nmk putra utpnna kiya.,इसिस ने इसे पुन: श्रृगालमुख देव की कृपा और सहयोग से जीवित कर लिया और कालांतर में इसिस ने होरस नामक पुत्र उत्पन्न किया।,आईएसआईएस ने आईएसई पुनाह श्रीगलमुख देव की कृपा और सेहयोग से जीवित कार लिया और कलंत्र मे आईएसआईएस ने होरास नमक पुत्र उत्पन्न कियाँ,0.5,0.2457627118644068,0.14785967807080633
Album Briten aur America men sidhe #3 par phuncha jise shirsh par phunchne se roka Mikal Jkshn ke baid aur Whitesneke ke 1987 ne.,एल्बम ब्रिटेन और अमेरिका में सीधे #3 पर पहुंचा जिसे शीर्ष पर पहुंचने से रोका माइकल जैक्सन के बैड और व्हाईटस्नेक के 1987 ने.,लोबम अर्कितें और मेरिका मेन सिधे आरआर पार फूंचा जिसे शीर्ष पार फूंचने से रोका आईकल कुश्न के बैद और हाइटस्नेके के एग्री एनईएस,0.6666666666666666,0.34959349593495936,0.025893665030535282
lkdi majbut hoti hai aur bailgdi bnane ke kam aati hai.,लकड़ी मजबूत होती है और बैलगाड़ी बनाने के काम आती है।,लकड़ी मजबूत होती है और बैलगड़ी बनाने के काम आती हैया,0.18181818181818182,0.057692307692307696,0.587728372510532
ucchrn sthan,उच्चारण स्थान,उच्छर्ण स्थान,0.5,0.23076923076923078,0.1495348781221221
ke sath Israeli vidvanon shytaa chlta hai aur Misr ke shikshavidon ke sath shyoga ki suvidha.,के साथ इसराइली विद्वानों सहायता चलाता है और मिस्र के शिक्षाविदों के साथ सहयोग की सुविधा.,के साथ सराएली विद्वानों श्यता चलता है और आईएसआर के शिक्षाविदों के साथ श्योगा की सुविधा,0.375,0.1590909090909091,0.2202568481652174
"jab dem gothel chali gai, to usne rupenzel se apne bal niche ltkne ka anurodh kiya.","जब डेम गोथेल चली गई, तो उसने रॅपन्ज़ेल से अपने बाल नीचे लटकाने का अनुरोध किया।",जब डेम गोथेल चाली गैया टीओ उसने रुपेंजेल से अपने बाल निचे लटकने का अनुरोध कियाँ,0.4375,0.1794871794871795,0.11255027612586647
"Mdhya Asia, Ukraine, Poland, Turkey, Finland aur China mein bhi kuch Ttr smudy ise bolte hain.","मध्य एशिया, युक्रेन, पोलैंड, तुर्की, फ़िनलैंड और चीन में भी कुछ तातार समुदाय इसे बोलते हैं।",ध्या सिया करैनेक आउलैंड उरकें आइनलैंड और हीना में भी कुच टीटीआर स्मूडी आईएसई बोलते हैंट,0.75,0.43956043956043955,0.024091881587603038
Dial ke sath juda ek lal teer tha jo ek kahin adhik pramukh pop ban gya tha.,डायल के साथ जुड़ा एक लाल तीर था जो एक कहीं अधिक प्रमुख प्रॉप बन गया था।,आईएसएएल के साथ जुड़ा एक लाल तीर था जो एक कहीं अधिक प्रमुख पॉप बन ग्या थाँ,0.23529411764705882,0.14084507042253522,0.6889656775362827
"ye bhi puna: aisi lkshno par bal deti pratit hoti hai, jaise (k) vyakti ke smjik uddipak mulya aur (kha) vyakti ke antaravaiyaktik sngthn.","ये भी पुन: ऐसी लक्षणों पर बल देती प्रतीत होती हैं, जैसे (क) व्यक्ति के सामाजिक उद्दीपक मूल्य और (ख) व्यक्ति के आंतरवैयक्तिक संगठन।",ये भी पुनाह आईएसआई लक्षणो पार बाल देती प्रतीत होती हैया जैसे केआर व्यक्ति के समजिक उद्दीपक मूल्य और कघा व्यक्ति के अंतरावैयक्तिक संगठना,0.4583333333333333,0.18461538461538463,0.07158119810355722
mahtvpurn anusandhanon ke prnmon aur uplabdhiyon ko prksh men lane ke uddyshy se Rjsthn rajy men sanskrit vishwvidyly ki sthpna ke liye,महत्त्वपूर्ण अनुसंधानों के परिणामों और उपलब्धियों को प्रकाश में लाने के उद्देश्य से राजस्थान राज्य में संस्कृत विश्वविद्यालय की स्थापना के लिए,महत्वपूर्ण अनुसंधानों के प्रणमों और उपलब्धियों को प्रक्ष मेन लेन के उद्देश्य से जेएसटीएचएन रज्य मेन संस्कृत विश्वविद्यालय की स्थापना के लिये,0.4090909090909091,0.15492957746478872,0.2857196256192644
unka dusra uddeshya yah sunishchit krna tha ki sva-shsn hasil kar lene ke bad bhi yani svtntra ho jane ke bavjud upniveshit rjya unke prbhv ke dayre mein rahen.,उनका दूसरा उद्देश्य यह सुनिश्चित करना था कि स्व-शासन हासिल कर लेने के बाद भी यानी स्वतंत्र हो जाने के बावजूद उपनिवेशित राज्य उनके प्रभाव के दायरे में रहें।,उनका दुसरा उद्देश्य याह सुनिश्चित करना था की स्वाशसं हासिल कार लेने के बड़ भी यानी स्वतन्त्र हो जाने के बावजूद उपनिवेशित राज्य उनके प्रभ्व के दायरे में रहेंत,0.3103448275862069,0.08387096774193549,0.32951032912096906
jab kmpni ne apnie shakti to shudridh bna liya aur apne vyvsy ka vikas kar liya to vah,जब कंपनी ने अपनी शक्ति को सुदृढ़ बना लिया और अपने व्यवसाय का विकास कर लिया तो वह,जब केएमपीनी ने अपनी शक्ति टीओ शुदृढ़ बना लिया और अपने व्यवसी का विकास कार लिया टीओ वाह,0.3888888888888889,0.1875,0.22786788980326644
shiba internet movie dtbse par,साहिबाँ इंटरनेट मूवी डेटाबेस पर,शिबा इंटरनेट मूवी डीटीबीसे पार,0.6,0.2903225806451613,0.11362193664674995
pachn ki prkriya ke daurn jab Protin tutta hai to sharir men Yurik Acid bnta hai jab sharir men Pyurin Nyukliotaidon tut jati hai tab bhi Yurik Acid bnta hai.,पाचन की प्रक्रिया के दौरान जब प्रोटीन टूटता है तो शरीर में यूरिक एसिड बनता है जब शरीर में प्यूरीन न्यूक्लिओटाइडों टूट जाती है तब भी यूरिक एसिड बनता है।,पचन की प्रक्रिया के डॉर्न जब रोटिन टुट्टा है टीओ शरीर मेन उरिक सीआरआईडी बंटा है जब शरीर मेन युरिन युक्लियोटाइडों टुट जाती है टैब भी उरिक सीआरआईडी बंटा हैया,0.6,0.33774834437086093,0.0653559376048866
ek prkshn jo srkri notice ke liye upyoga kiya jta hai aur ise shhri vikas mntrly ke tht prkshn vibhga dwra spthik jari kiya jta hai.,एक प्रकाशन जो सरकारी नोटिस के लिए उपयोग किया जाता है और इसे शहरी विकास मंत्रालय के तहत प्रकाशन विभाग द्वारा साप्ताहिक जारी किया जाता है।,एक प्रक्षण जो सरकरी नोटिस के लिये उपयोग किया जता है और आईएसई श्री विकास मंत्रली के थ्ट प्रक्षण विभगा द्वारा स्पथिक जरी किया जता हैया,0.5384615384615384,0.22794117647058823,0.031649183953796775
Angur,अंगूर,नांगुर,1.0,0.6,0.0
Clifornia vishvvidylya se unhone 1985 me khagol vigyan me ek M.,कैलिफोर्निया विश्वविद्यालय से उन्होंने १९८५ में खगोल विज्ञान में एक एम.,लाइफोर्निया विश्वविद्यालय से उन्होंने एग्री मे खगोल विज्ञान मे एक आरआर,0.45454545454545453,0.2112676056338028,0.11211288136839621
"strikrn par niyntrn karke ""chrn ke bhr khudai"" ki chetvni prapt ki jaa sakti hai,","स्तरीकरण पर नियंत्रण करके ""चरण के बाहर खुदाई"" की चेतावनी प्राप्त की जा सकती है।",स्त्रीकरण पार नियंत्रण करके चर्न के भ्र खुदैया की चेतवनी प्राप्त की जा सकती हैया,0.4666666666666667,0.17721518987341772,0.18399375779327512
Poedit ka jlpristha,पीओऍडिट का जालपृष्ठ,ओडिट का जलपृष्ठ,0.6666666666666666,0.21052631578947367,0.11362193664674995
2.chunav ke daurn srkri machinery ka durupayog na krna.,2.चुनाव के दौरान सरकारी मशीनरी का दुरुपयोग न करना।,चुनाव के डॉर्न सरकरी मशीनरी का दुरुपयोग ना करना,0.5555555555555556,0.16,0.12753431387594827
baht Khatre ki avastha men yah kendriya tntrika tntra ko prbhvit krta hai aur behoshi ka krn bnta hai.,बहुत खतरे की अवस्था में यह केंद्रीय तंत्रिका तंत्र को प्रभावित करता है और बेहोशी का कारण बनता है।,बहत ह्रत्रे की अवस्था मेन याह केंद्रीय तंत्रिका तंत्र को प्रभ्वित करता है और बेहोशी का कर्न बंटा हैया,0.42105263157894735,0.15463917525773196,0.3451395513935865
che mahine ho jane ke bad shishu ki drishti acchi ho jati hai.,छह महीने हो जाने के बाद शिशु की दृष्टि अच्छी हो जाती है।,चे महिने हो जाने के बड़ शिशु की दृष्टि अच्छी हो जाती हैया,0.3076923076923077,0.125,0.48442732379638637
Hmre desh ka koi bhi Prdhnmntri agar kisi rjya men bees crore ki mdd dene ki ghoshna karte hain to yah achha,हमारे देश का कोई भी प्रधानमंत्री अगर किसी राज्य में बीस करोड़ की मदद देने की घोषणा करते है यह तो अच्चा,मुम्रे देश का कोई भी रूढ़नमंत्री अगर किसी राज्य मेन बीस क्रोर की एमडीडी देने की घोषणा करते हैन टीओ याह अछा,0.4090909090909091,0.2647058823529412,0.2774290545068997
England aur Ireland ke mail ke smy vah England ki or se Ureland ke liye secretary niyukta tha.,इंग्लैण्ड और आयरलैण्ड के मेल के समय वह इंग्लैण्ड की ओर से आयरलैण्ड के लिए सेक्रेटरी नियुक्त था।,एंगलैंड और आरएसईलैंड के मैल के स्माय वाह एंगलैंड की ओर से आरएसईलैंड के लिये सेक्रेटरी नियुक्त थाँ,0.5,0.28421052631578947,0.07786777655685517
"Brhmn ne smudra devta se apna aashay spasht kanre ka sadr nivedan kiya, to ve bole ki agar ve ygya","ब्राह्मण ने समुद्र देवता से अपना आशय स्पष्ट करने का सादर निवेदन किया, तो वे बोले कि अगर वे यज्ञ",रहमान ने समुद्र देवता से अपना आशय स्पष्ट कानरे का सद्र निवेदन कियाँ टीओ वे बोले की अगर वे यज्ञ,0.3,0.15789473684210525,0.38199217520444767
Cordoba mein rjdhni ke sath rjya 929 se 1031 isavi astitva mein rha jo kshetra purva mein Umyyd Khilft ki shkha Cordoba Amirat (756-929) ka vrchsva tha.,कोर्डोबा में राजधानी के साथ राज्य 929 से 1031 ईस्वी आस्तिव में रहा जो क्षेत्र पूर्व में उमय्यद खिलाफत की शाखा कोर्डोबा अमीरात (756-929) का वर्चास्व था।,उरदोबा में रजधनी के साथ राज्य आईएस से एग्री इसावी अस्तित्व में रहा जो क्षेत्र पूर्वा में म्हाइड हिल्फ्ट की शखा उरदोबा अम्हिरत एचएसएसएचएच का वर्चस्व थाँ,0.5555555555555556,0.3443708609271523,0.13351377457038952
"kai prshnsko ko umeed thi ki band ki live 8 par upasthitti, ek punrmiln daure mein falit hogi.","कई प्रशंसकों को उम्मीद थी कि बैंड की लाइव 8 पर उपस्थिति, एक पुनर्मिलन दौरे में फलित होगी।",काई प्रशंसको को उमीद थी की बंद की लाइव आर् पार उपस्थित्ति एक पुनर्मिलन दौरे में फलित होगिया,0.5,0.19101123595505617,0.23293261526172027
krishnsr ek sundar prvtiy jheel hai jiske piche vishnu prvt khda hua hai.,कृशनसर एक सुंदर पर्वतीय झील है जिसके पीछे विष्णु पर्वत खड़ा हुआ है।,कृष्णसर एक सुंदर प्रवतीय झील है जिसके पिचे विष्णु प्रवत खड़ा हुआ हैया,0.38461538461538464,0.16417910447761194,0.11685792587573332
kiye gaye behtrin ugra rnga aur nritya klaon ki talbddh prastuti bhvntmk aur hedonism ki bhvnaon ko vyakt krta hai.,किए गए बेहतरीन उग्र रंग और नृत्य कलाओं की तालबद्ध प्रस्तुति भावनात्मक और हेडोनिजम की भावनाओं को व्यक्त करता है।,किये गाये बेहतरीन उगरा रंगा और नृत्य क्लाओं की तलबद्ध प्रस्तुति भवंतमक और हेडोनिज्म की भावनाओं को व्यक्त करता हैया,0.45,0.15315315315315314,0.2308087288583725
"Udhrn ke liye, ve aatma ko teen shreniyon men vibhkta karte hain: Kksha teen men vibhajit aatmaon: ek shreni ke aatmayen ve hain jo mukti (mukti-yog) ke liye aharta prapt","उदाहरण के लिए, वे आत्मा को तीन श्रेणियों में विभक्त करते हैं: कक्षा तीन में विभाजित आत्माओं: एक श्रेणी की आत्माएं वे हैं जो मुक्ति (मुक्ति-योग) के लिए अर्हता प्राप्त",धर्न के लिये वे आत्मा को तीन श्रेणियों मेन विभक्ता करते हैंट क्षा तीन मेन विभाजित आत्माओंद एक श्रेणी के आत्मायें वे हैन जो मुक्ति महृक्तिलयोग के लिये अहरता प्राप्त,0.4666666666666667,0.1696969696969697,0.1456172902650293
Open Source E-Commerce license shulk mtlb yah nahin hai ki prbhri manch ke ek nih shulk hai.,ओपन सोर्स ई-कॉमर्स लाइसेंस शुल्क मतलब यह नहीं है कि प्रभारी मंच के एक नि: शुल्क है।,एपीईएन ओर्स क्रोमर्स लाइसेंस शुल्क एमटीएलबी याह नहीं है की प्रभ्री मंच के एक निह शुल्क हैया,0.5294117647058824,0.25301204819277107,0.081572488367995
yha par kanch ke tale vali nav bhi uplbdh hoti hai jisse jliya jivo aur coral ko dekha ja skta hai.,यहां पर काँच के तले वाली नाव भी उपलब्ध होती हैं जिससे जलीय जीवों और कोरल को देखा जा सकता है।,यहा पार कांच के ताले वाली नव भी उपलब्ध होती है जिस्से जलिया जीवो और कोरल को देखा जा स्कटा हैया,0.5238095238095238,0.15217391304347827,0.2404315522172745
brhma ka eka dina klpa hai aura usi prkra ratri bhi.,ब्रह्म का एक दिन कल्प है और उसी प्रकार रात्रि भी।,बृह्मा का एका दिना कल्पा है औरा उसी प्रक्र रात्री भिप,0.7272727272727273,0.22448979591836735,0.024808415001701823
Shchindra ke chhote bhai Bhupendra Nath Snyl va Bnwri lal ne apna-apna jurm kabul karte huye court ki koi bhi sja bhugatne ki,शचीन्द्र के छोटे भाई भूपेन्द्र नाथ सान्याल व बनवारी लाल ने अपना-अपना जुर्म कबूल करते हुए कोर्ट की कोई भी सजा भुगतने की,चचिंद्र के छोटे भाई ह्रुपेंद्र अथ नैल वा नुवरी लाल ने अपनायापना जुर्म काबुल करते हुये कोर्ट की कोई भी सजा भुगतने की,0.391304347826087,0.2288135593220339,0.34537865578685034
Alok Nath,आलोक नाथ,ल्लोक अथ,1.0,0.5,0.0
Jo log is rog ke gyat vhk hain ve sntn hone se phle aksar anuvashik prmrsh se gujarte hain.,जो लोग इस रोग के ज्ञात वाहक हैं वे संतान होने से पहले अक्सर आनुवांशिक परामर्श से गुजरते हैं।,आरो लॉग आईएस रोग के ज्ञात वीएचके हैन वे सन्तन होने से फ्ले अक्सर अनुवाशिक प्रमर्श से गुजरते हैंट,0.5263157894736842,0.22826086956521738,0.07887272990342094
Vjra Sanskrut shabd hai jiske do arth hain- Aakashiy Bijli aur Heera.,वज्र संस्कृत शब्द है जिसके दो अर्थ हैं- आकाशीय बिजली और हीरा।,जेजीआरए अंस्कृत शब्द है जिसके डो अर्थ हैंट आकाशीय अजली और एगेरा,0.5,0.22950819672131148,0.10025157431478134
"nauroza irna mem sbse adhika mhtvpurna tyauhra hai, isi dina desa ka adhikarika nya vrsa suru hota hai.","नौरोज़ ईरान में सबसे अधिक महत्वपूर्ण त्यौहार है, इसी दिन देश का आधिकारिक नया वर्ष शुरू होता है।",नौरोजा इरना मेम एसबीएसई अधिका महत्वपूर्ण त्यौहरा हैया आईएसआई दिना देसा का अधिकारिका न्या वीआरएस सुरु होता हैया,0.8333333333333334,0.3473684210526316,0.013448370812439775
rja ne apni tpsya jari rakhi.,राजा ने अपनी तपस्या जारी रखी।,रजा ने अपनी तपस्या जरी रखिया,0.5,0.1724137931034483,0.20205155046766235
Vijyendra Ghatge,विजयेन्द्र घटगे,इज्येंद्र हटगे,1.0,0.4,0.0
