544,लौह धातुकर्म का इतिहास, lau dhatakar ka itihas 
545,जब एक ही तत्व कई रूपों में मिलता है तो तत्व के इस गुण को अपरूपता (एलॉट्रोपी) कहते हैं और उसके विभिन्न रूपों को उस तत्व का घन संरचना (austenite)अपरूप कहते हैं।, jab ek hi tatva kai roopon mein milta hai to tatva ke is gun ko aparupata (allotropy) khte hain aur uske vibhinn roopon ko us tatva ka ghana sanrachna (austenite) aparup khte hain. 
546,जानकी मन्दिर (नेपाली : जानकी मन्दिर) नेपाल के जनकपुर के केन्द्र में स्थित एक हिन्दू मन्दिर एवं ऐतिहासिक स्थल है।, janki mandir (nepali : janki mandir) nepal ke janakpur ke kendr mein sthit ek hindu mandir evam itihasik sthal hai. 
547,बहरीन के शहरों की सूची, Bahrein ke shaharon ki suchi 
548,"ये मानवजाति के सहायक, ज्योतिदाता और दुष्ट शक्तियों से रक्षा करनेवाले कल्याणकारी देवता के रूप में पूजित थे।"," ye manavjati ke sahayak, jyotidata aur dusht shaktiyon se raksha karnevale kaleekar devta ke roop mein poojit the. "
549,इस व्यवस्था में नियमित और आवर्ती पैटर्न केवल अल्प दूरियों तक देखा जाता है।, is vyavastha me niyamit aur aavarti pataan kewal alp dooriyon tak dekha jaata hai. 
550,1915 में इस संगठन ने भारत के सभी कुर्मियों के लिये क्षत्रिय स्टेटस की मांग की।, 1915 me is sangathan ne Bharat ke sabhi Kurmiyon ke liye Kshatriya Status ki maang ki. 
551,"इन रोगियों को अक्सर व्यापक चिकित्सा देख-रेख की आवश्यकता होती है जिसमें फुफ्फुसीय रोग बाल-चिकित्सा, स्नायु रोग बाल-चिकित्सा, बाल विकलांग शल्य-चिकित्सा, बाल नाज़ुक देखभाल और शारीरिक चिकित्सा तथा पुनर्वास; चिकित्सा देखभाल सहित कई महत्वपूर्ण विषयों, शामिल है, शारीरिक चिकित्सा, व्यावसायिक चिकित्सा, श्वसन चिकित्सा और नैदानिक पोषण सहित बहुविध विषय शामिल हैं।"," in rogion ko aksar vyaapak chikitsa dekh-rekh ki avashyakta hoti hai jismein phuphusiya rog bal-chikitsa, snaayu rog bal-chikitsa, bal viklang shalya-chikitsa, bal nazuk dekhbhal aur sharirik chikitsa aur punarvas; chikitsa dekhbhal shamil hai, sharirik chikitsa, vyavasayik chikitsa, shwasan chikitsa aur nidanik poshan shamil hai. "
552,"वस्तुत: इनको ""किरण"" कहना ठीक नहीं है क्योंकि धरती पर पहुँचने वाले ब्रह्माण्डीय कण अकेले होते हैं न कि किसी पुंज या किरण के रूप में।", vastut: inko kiran kahein to theek nahin hai kyonki dharti par pahunchne vale brahmandiya khan akele hote hain na ki kisi punj ya kiran ke roop me. 
553,स्पैरो और जहाज को डेवी जोन्स के लॉकर की ओर घसीटा जाता है।, sparo aur jahaaj ko deevi jons ke locker ki or ghastit jata hai. 
554,ज्यादातर मामले गुणसूत्र 4 के अंत के पास विलोपन के साथ जुड़े हैं।, jyadaatar maamle gunasutre 4 ke ant ke pas vilopaan ke saath judhe hain. 
555,पर्यावरण का इतिहास एक नया क्षेत्र है जो 1980 के दशक में पर्यावरण के इतिहास विशेष रूप से लंबे समय में और उस पर मानवीय गतिविधियों का प्रभाव को देखने के लिए उभरा।, parivaar ka itihas ek nayaa kshetra hai jo 1980 ke dashak mein parivaar ke itihas vishesh roop se lambhe samay mein aur us par manavik gatividhiyon ka prabhav ko dekhne ke liye ujhar. 
556,इन्होंने ३६ वर्षों तक इस क्षेत्र में राज्य किया।, inhone 36 varshon tak is kshetr me rajya kiya. 
557,"पूरी किताब में सूक्ष्म परिवर्तन होते रहते हैं, जैसे जब गुलिवर ना केवल याहू के रूप में होऊइहन्म को, बल्कि सभी मनुष्यों को समझना शुरू करता है,"," Poori kitab me sooksham parivartan hota rehta hai, jaise jab Guliver na keval Yahoo ke roop me ho jata hai, balki sabhi manushyon ko samajhna shuru karta hai, "
558,यदि शंकु के भीतर दो गोले और इन गोलों को स्पर्श करता हुआ एक समतल बना दें तो इन गोलों के उभय स्पर्शी के बराबर एक तार द्वारा यह तथ्य सरलता से स्थापित किया जा सकता है कि समतल से गोलों के स्पर्शबिंदु उस दीर्घवृत की नाभियाँ हैं जो शंकु की काट से मिलता है।, yadi shanku ke bhitar do gola aur in golon ko sparsh karta hua ek samatla bana dein to in golon ke ubhay sparshi ke barabar ek tar dwara yah vakt sathapit kiya jaa sakta hai ki samatla se golon ke sparshbindu us dirlavrit ki nabhian hain jo shanku ki kat se milta hai. 
559,और फिर शुरू हुई सपोटरा डांग के 80 ग्रामसभाओं में जल संचयन प्रयास और महेश्वरा नदी को पुनर्जीवन देने का काम।, aur phir shuru hui sepotra dang ke 80 gram sabhao me jal sancharan prayas aur mahaeswara nadi ko punarjanan dena ka kaam. 
560,वे वरीयतापूर्वक मिट्टी एवं कीचड़ में लोटकर अपना समय बिताते हैं।, ve variyataapoorvaka mitti evam keechad me lotkar apna samay bitate hain. 
561,इस तरह से पंडित ने लेह से लेकर उदयगिरी तक 1405 मील की यात्रा की थी।, is tarah se pandit ne leeh se lekar udaygiri tak 1405 mile ki yatra ki thi. 
562,दोनों पक्षों पर प्रतिकूल प्रभाव डाले बिना देख पाने में सक्षम रहने के कारण वे आसानी से समस्याओं का समाधान करने वाले होते हैं।, dono pakshon par pratiyukt prabhaav daalne bina dekhne me saksham rehne ke kaaran ve aasani se samasyaon ka samadhan karne wale hote hain. 
563,खाड़ी रुपया, khadi rupaya 
564,इन्होंने महाभारत मे अनेक परिवर्तन भी किये थे।, inhone mahabharat me anek parivartan bhi kiye the. 
565,"(८) किसी भाषा के बोलने वाले अन्य भाषा-भाषियों के साथ प्रायः उस भाषा के मानक रूप का ही प्रयोग करते हैं, किसी बोली का अथवा अमानक रूप का नहीं।"," kisi bhasha ke bolne vale anya bhasha-bhashiyon ke saath praya hi us bhasha ke manak roop ka hi prayog karte hain, kisi boli ka athva amank roop ka nahin. "
566,"हालांकि, नवम्बर, 1987 को वाटर्स हार स्वीकार करने के लिए प्रस्तुत हुए और 23 दिसम्बर को एक कानूनी समझौते पर अंत में सहमति बनी।"," haalank, novamber, 1987 ko water harswike karne ke liye prastut hue aur 23 disember ko ek kanooni samjhauta par antim mein sahmati banee. "
567,चूजे अंडे सेने के बाद बाहर आते ही माँ के पीछे पीछे घूमने लगते हैं।, chuje ande senne ke baad bahar aate hi maa ke peeche peeche ghumne lagte hain. 
568,रामप्रसाद 'बिस्मिल' की आत्मकथा (जाटलैण्ड विकि पर), Ramprasad 'Bismil' ki atmkatha (jatland wiki par) 
569,सोने की मुहरोंवाली थैली, soone ki muharon wali thali 
570,पार्कर संयुक्त राज्य अमेरिका के दक्षिण डकोटा राज्य की काउण्टी की काउण्टी सीट है।, parkar sanyukt rajya america ke dakshin dakshin rajya ki kountri ki kountri seat hai. 
571,इस परीक्षण द्वारा मानसिक वय तो प्राप्त नहीं होती किंतु बौद्धिक उपलब्धि अवश्य ज्ञात होती है1 इसका अंकन इस प्रकार अभियोजित है कि प्रत्येक स्तर के लिये क्ष्., is parikshan dwara mansik vaya to prapt nahi hoti kin tu bauddhik uplabdhi avshy jnati hai. 
572,ये 100 से भी ज्यादा पर्यटन स्थलों पर अपनी सुविधाएं उपलब्ध कराती हैं।, ye 100 se bhi zyada paraytan sthalon par apni suvidhae uplabdh karte hain. 
573,किरी पात्तुसे।, kiri patatus. 
574,"अमेरिका में 1913 में आधुनिक कला को शस्त्रागार शो में उन यूरोपीय कलाकारों द्वारा प्रस्तुत किया गया, जो प्रथम विश्व युद्ध के दौरान अमेरिका चले आए थे।"," amrika me 1913 me adhunik kalako shstraaghar sho me un yureopiyon kalakaron dwara prastut kiya gaya, jo prathm vishwa yudh ke dauran amrika chale aaye the. "
575,और साथ में ये मुहरें सिन्धु लिपि की लिखावट के निशान भी थे जो आज भी विद्वानों असमंजस में डाल देता है।, aur saath me yeh muhren sindhu lipi ki likhavat ke nishan bhi the jo aaj bhi vidwanon asamajas me dala dete hain. 
576,"बैरेट के जाने के बाद, गीत रचना का बोझ ज़्यादातर वाटर्स के कंधों पर आ गया।"," baareet ke jane ke baad, geet rachna ka booj zyaadaatar waters ke kandhon par a gaya. "
577,"उदाहरण के लिए, इनमें से एक प्रथा है श्राद्ध या जैसा कि ब्रह्म पुराण में कहा गया है, ""उचित समय, उचित जगह पर और सुपात्र द्वारा निर्धारित प्रक्रिया के अनुसार श्रद्धा में ब्राह्मण को जो कुछ भी दिया जाता है, वह पितरों (पूवर्जों) के लाभार्थ के निमित्त होता है"", इसका अर्थ पूर्वजों का सम्मान है, हालांकि इसके विपरीत कर्म में आस्था रखनेवाला इससे सहमत होगा कि जब देह की मृत्यु होती है, आत्मा स्वत: एक अन्य देह में प्रवेश कर जाती है, भले ही कोई अपने पूर्वर्जों का श्राद्ध करता है या करती है, इससे कोई अंतर नहीं पड़ता है।"," udaharan ke liye, inme se ek pratha hai shradhh ya jaisa ki brahm puran me kaha gaya hai, ""uchit samay, uchit jagah par aur supatrah dwara nirdharit prakriya ke anusar shraddha me brahman ko jo kuch bhi diya jata hai, vah pitaron (poorvarj) ke labharth ke nimit hote hai"", iska arth poorvarj ke samman hai, halaanki iske vipreet karm me aastha rakhne wala isse sahmat hoga ki jab deh ki mrityu hoti hai, atma svatah ek anya deh me pravesh kar jaati hai, bhale hi koi apne poorvarj ke shradhh karta hai ya karta hai, isse koi antar nahin padta hai. "
578,तँ त सार्है नै बिग्रिस नि बद्री, taan ta sarihai nai bigri si badri 
579,"इसके अनुसार गर्भ के सातवें महीने में जो भी भाई अपनी पत्नी को पत्ती और टहनी से बना एक प्रतीकात्मक ध्नुष-बाण भेंट करता है, वही उसकी होने वाली संतान का पिता कहलाता है।"," iske anusar garbh ke satavane maheene me jo bhi bhai apni patni ko pattiyon aur tahnion se bana ek pratikratiik dhanush-bana bhaent karta hai, vahi uski hone wali santana ka pita kahlaata hai. "
580,मुद्रा विकल्प, mudra vikalp 
581,आज की राष्ट्रभाषा हिंदी का पूर्व रूप।, aaj ki rashtrabhasha hindi ka purva roop. 
582,"घर का सबसे अधिक वयोवृद्ध पुरुष, यदि वह कार्यनिवृत्त न हो गया हो तो संयुक्त परिवार का कर्ता अथवा मुखिया होता है।"," ghar ka sabse adhik vayovridh purush, yadi vah karyanivrit na hoga to sanyukt parivar ka kartaa aathva mukhya hai. "
583,"दौरे के अंत ने गिल्मर को व्यथित किया, जिसने महसूस किया कि बैंड अपनी मूल इच्छित सफलता को हासिल कर चुका है और अब ऐसा कुछ नहीं है जिसके लिए वे आशान्वित हो सकते हैं।"," daure ke ant ne gilmer ko vyathit kiya, jise mahasus kiya ki band apni mool ichchhit safalta ko haasil kar chuka hai aur ab aisa kuchh nahin hai jiske liye ve ashawnvit ho sakte hain. "
584,प्रचलित प्रवादों में गुणाढ्य का संबंध सातवाहन से जोड़ा गया है।, prachlit pravaadon me gunaadhya ka sambandh saataavaahan se joda gaya hai. 
585,भूपर्पटी हल्की चट्टानों से बनी है जिसमें सिलिका और आक्सीजन की प्रधानता है।, bhuparpatti halki chattanon se bani hai jismein silika aur oksijan ki pradhanata hai. 
586,दिवाली बेन का जन्म 2 जून 1943 को अमरेली जिले के घारी तहसील के दलखाणिया गांव में हुआ था।, diwali ben ka janm 2 june 1943 ko amreli jile ke ghari tehsil ke dalkhaniya gaon me hua tha. 
587,उनका एक बेटा भी है।, unka ek beta bhi hai. 
588,"गेल्डोफ़ ने गिल्मर से पहले ही चर्चा की थी, जिन्होंने प्रस्ताव लौटा दिया था और मेसन से अपनी तरफ से बीच बचाव के लिए कहा."," Geldof ne Gilmer se pehle hi charcha ki thi, jinhe prastav lauta diya tha aur Mason se apni taraf se beech bachao ke liye kaha. "
589,"लेमोन की फिल्म में जैक लेमोन स्टैलोन का पीछा करते हैं, छीना-झपटी करते हैं और लूटपाट करते हैं, यह सोच कर कि स्टैलोन का चरित्र जेबकतरे का है।"," lemon ki film me jek lemon stalien ka peecha karte he, cheena-jhapti karte he aur lootpat karte he, ye soch kar ki stalien ka charitra jebkatare ka he. "
590,"एबोन्यी राज्य की अर्थव्यवस्था कृषि-प्रधान है, और यहाँ चावल, रतालू, आलू, मक्का, सेम और कसावा पैदा किया जाता है।"," Abhonyi rajya ki arthvyastha kisann pradhan hai, aur yahaan chawal, ratul, aalu, makka, sem aur kasawa paida kiya jata hai. "
591,"पंजाब में मालवा, सतलुज के दक्षिण वाले क्षेत्र को कहते हैं।"," panjab me malwa, satluj ke dakshin wale kshetra ko kehte hain. "
592,"चे ग्वेरा को क्यूबा क्रांति में भाग लेने के लिए फिदेल कास्त्रो के द्वारा क्यूबा के मानद नागरिक का सम्मान दिया गया, बाद में ग्वेरा ने उन्हें प्रख्यात विदाई भी दी."," che guevara ko kuba kranti me bhag lene ke liye fidel kastro ke dwara kuba ke manad nagrik ka samman diya gaya, baad me guevara ne unhe prakhyat vidai bhi di. "
593,यहाँ आवागमन के लिए दिल्ली और मुंबई सहित देश के कई भागों से रांची और पटना के लिए वायु सेवाएं उपलब्‍ध हैं।, yahaan aavagaman ke liye Delhi aur Mumbai ke saath hi desh ke kayi bhagon se Ranchi aur Patna ke liye vaya svaayein uplabdh hain. 
594,असगर वजाहत नियमित रूप से अखबारों और पत्रिकाओं के लिए भी लिखते रहे हैं।, asgar vajahat niyamit roop se akhbaron aur patrikon ke liye bhi likhte rahe the. 
595,इस होटल में एक विशाल कांफ्रेंस सेण्टर है जिसमे ११०० लोगों के बैठने की व्यवस्था है।, is hotel me ek vishaal conference center hai jisme ११०० logon ke baithne ki vyavastha hai. 
596,उन दोनों का रोका अगले दिन होना तय हो जाता है।, un dono ka roka aage ke din hona tay hua jata hai. 
597,सन् १७५९ में अहमदशाह अब्दाली के विरुद्ध युद्ध में गोविन्दराव पतं मारे गए।, san 1759 me ahmedshah abdali ke virudh yuddh me govintrad patan mare gaye. 
598,और पवित्र प्रसाद बाँटता है।, aur pavitra prasad baantata hai. 
599,"इस वेधशाला का नियमित संचालन 7 दिसंबर, 1994 को आईआरसी-10557 (v एक्वेरी) के चंद्र उपगूहन अध्ययन के तुरंत बाद शुरू हो गया था।"," is vedhashala ka nitiya sanchalan 7 December, 1994 ko IRC-10557 (V Aquarii) ke chandrap ganan adhyayan ke turtantu baad shuru ho gaya tha. "
600,ऋषि सांदीपनी बचपन के दिनों में कृष्ण के गुरु थे।, rishi saandipani bachpan ke dinon me krishna ke guru the. 
601,एक दिन राजा विश्वामित्र अपनी सेना को लेकर वशिष्ठ ऋषि के आश्रम में गये।, ek din raja Vishwamitra apni sena ko lekar vashishth rishi ke ashram me gaye. 
602,"तुम ने तो हुक्म-ए-तर्क-ए-तमन्ना सुना दिया, किस दिल से आह तर्क-ए-तमन्ना करे कोई"," tum ne to hukme-tark-e-tamanna suna diya, kis dil se aah tark-e-tamanna kare koi "
603,यहाँ सब्से ज्यादा आबादि थाई और नेपाली की है।, yahaan sabse jyada aabadhi thai aur nepali ki hai. 
604,"दलित शब्द की व्याखा, अर्थ तुलनात्मक दृष्टी से देखे तो इसका विरुद्ध विषलेशण इस प्रकार है।"," dalit shabd ki vyakhya, arth tulnaitmak drishti se dekhe to iska viruddh visleshna is prakaar hai. "
605,नक्षत्र, nakshatra 
606,लक्ष्मणसेन संवत् - बंगाल के सेनवंशी राजा लक्ष्मणसेन के राज्याभिषेक से इसका आरंभ हुआ।, lakshmanasen sambat - bengal ke senvanshi raaja lakshmanasen ke raajyabhishek se iska aarambh hua. 
607,कानून प्रर्वतन संस्था यह एक सरकारी संस्था है जो कानून के प्रवर्तन के लिए जिम्मेदार है।, kanun preravtan sanshtha ya ek sarkari sanshtha hai jo kanun ke preravtan ke liye jimmedaar hai. 
608,मघई (पुरानी ऐतिहासिक तालाब) मघई नामक एक विशाल तालाब शहर दो तिहाई हिस्से को घेरता हैं यह तालाब बकेवर के लोगों को असामाजिक तत्वों से सुरक्षा प्रदान करता है।, maghrai (purani itihaasik talab) maghrai naamak ek vishaal talab shahar do tihai hisse ko ghertaa hai yah talab bakewar ke logon ko asamaajik tatvon se suraksha pradan karta hai. 
609,महावृत्त, mahavrit 
610,तुर्किस्तान शृंखला, turkistan shringala 
611,"चीफ कोर्ट में अपील करने के बावजूद योगेशचन्द्र चटर्जी, मुकुन्दी लाल व गोविन्दचरण कार की सजायें १०-१० वर्ष से बढ़ाकर उम्र-कैद में बदल दी गयीं।"," cheef kourt me aapil karne ke baavajood yogesh chandar chaturjee, mukundee lal, govin chandar kar ki sazaein 10-10 varsh se badakar umar-kaid me badal di gayi. "
612,क्रिकेट सम्राट हिंदी की लोकप्रिय क्रिकेट पत्रिका है।, cricket samrat hind ki lokpriya cricket patraka hai. 
613,"चीड़ का तेल काठ में नहीं रहता, वरन् काठ के भंजक आसवन से बनता है।"," chid ka tel kath me nahin rehta, varn kath ke bhunjak aasvan se banta hai. "
614,"निर्देशक गोर वरबिंस्की ने देखा कि डिजाइन स्पैरो के विशिष्ट स्वरूप को कायम रखता है, और शुरुआती डिजाइनों को खारिज कर दिया जो उसे एक 100 साल से ज्यादा उम्र का दिखाता था।"," nirdeekshak gor varbinski ne dekha ki design sparo ke vishisht swaroop ko kaayam rakhta hai, aur shuruati designon ko kharij kar diya jao jo use ek 100 saal se zyada umar ka dikhata tha. "
615,यज्ञों का आयोजन हुआ।, yagnon ka aayojan hua. 
616,सूर्य के विभिन्न रूपों की अपेक्षा केवल एक ही रूप को विशिष्ट समझा जाने लगा।, surya ke vibhinn roopon ki apeksha keval ek hi roop ko vishisht samjha jaana lagaa. 
617,घुम्मन उस समय खुद एक सेबर जेट का पीछा कर रहे थे।, ghumann us samay khud ek saber jet ka peecha kar rahe the. 
618,"बाद में मोशेशो ने केप कॉलोनी के ब्रिटिश गवर्नर सर जॉर्ज थॉमस नेपियर के साथ एक संधि पर हस्ताक्षर किए, जिसने ऑरेंज नदी की संप्रभुता को नष्ट कर दिया था, जो कई बोअर्स ने सुलझा ली थी।"," baad me moshesho ne cape colony ke british governer sir george thomas napier ke saath ek sandhi par hataksar kiye, jisne orange nadi ki samprabhuta ko nasht kar diya tha, jo kayi boars ne suljha li thi. "
619,"उनके बचपन के दिनों में उन्होंने अपने भाई के साथ ""बूगी वूगी"" शो के लिए ऑडिशन दिया परन्तु उनका चयन नहीं हो पाया।"," unke bachpan ke dinon me unhone apne bhai ke saath ""buggy wuggy"" show ke liye audition diya parantu unka chayan nahi hua. "
620,प्रथम बार-चेतावनी, pratham bar-chetawani. 
621,"उपकुलपति के अपने लंबे कार्यकाल (१ अगस्त १९४९-३० जून १९५७) के दौरान, उन्होंने विश्वविद्यालय को अपनी महिमा के चरम पर पहुंचा दिया।"," upkulpati ke apne lambhe karyakal (1 august 1949-30 june 1957) ke dauran, unhe vishvavidyalaya ko apni mahima ke charm par pahuncha diya. "
622,बंबई का किला, bumbai ka kila 
623,"मिर्जापुर में विन्ध्यवासिनी देवी की पूजा में चार नरबलियाँ दी गई, देवी प्रसन्न हुई और हेमकरन को वरदान दिया परंतु हेमकरन के भाईयों का अत्याचार हेमकरन के लिए अब भी कम नहीं हुआ।"," mirzapur me vindhyavasini devi ki puja me char narbaliyan di gayi, devi prasann hui aur hemkaran ko varadan diya parantu hemkaran ke bhaiyon ka atyachar hemkaran ke liye ab bhi kam nahin hua. "
624,सूर्य के अन्य रूपों के आधार पर भी मिस्र की देवकल्पना पल्लवित हुई।, surya ke any roopon ke aadhar par bhi misra ki devkalpana pallavit hui. 
625,अब यहां से टैक्सियाें का संचालन नगर निगम स्वयं कर रहा है।, ab yahaan se taxiyan ka sancharan nagar nigam swayam kar raha hai. 
626,तंत्रशास्त्र की दृष्टि से अधिकार शब्द का मूल्य साधनात्मक है।, tantrshastri ki drishti se adhikar shabd ka moolya sadhanatmak hai. 
627,इस प्रांत के अधिकतर लोग ख़ल्ख़ा मोंगोल समुदाय के हैं हालांकि २२% से कुछ अधिक बुर्यात समुदाय के हैं।, is prant ke adhiktar log khal kha mongol samuday ke hain haliak 22% se kuch adhik buriat samuday ke hain. 
628,"मानव वैज्ञानिकों को कोई ऐसा समाज नहीं मिला जहाँ विवाह संबंध परिवार के अंदर ही होते हों, अत: पितृस्थानीय परिवार में पत्नी को और मातृस्थानीय परिवार में पति को अतिरिक्त सदस्यता प्रदान की जाती है।"," manav vijnaanikon ko koi aisa samaj nahin mila jahan vivah sambandh parivaar ke andar hi hote honge, at: pitrshtaniya parivaar me patni ko aur matrsthaniya parivaar me pati ko atirikta sadasyata pradan ki jaati hai. "
629,"जो पृष्ठ अक्ष के सापेक्ष सममित नहीं है उनका भी निर्माण समुचित खराद में, उत्केंद्र गति से चलनेवाले चक (Chuck) लगाकर, किया जा सकता है।"," jo prishth abhaksh ke saapeksh sammit nahin hain unka bhi nirman samuchit kharaad me, utkendr gati se chalne wale chak (chuck) lagakar, kiya ja sakta hai. "
630,इतिहासभारती, itihaasbharti 
631,"साथ ही दृश्य प्रभाव, पिंक फ़्लॉइड ने ध्वनि की गुणवत्ता में मानक निर्धारित किये, ध्वनि प्रभाव के अभिनव प्रयोग और पैनिंग क्वाड्राफोनिक स्पीकर सिस्टम के साथ."," saath hi drishtiprabhav, pink floyd ne dhwani ki gunvatta me maanak nirdharit kiye, dhwani prabhav ke abhinnay prayog aur paning quadraphonic speaker system ke saath. "
632,इन चार आधारों पर भाषाओं की अधिकाधिक समानता निश्चित करते उनका वर्गीकरण किया जाता है।, in char aadharon par bhaashaon ki adhikadhik samanata nishchit kartey unka vargyan kiya jata hai. 
633,"1880 में, अमेरिकन एक्सप्रेस ने एक्सचेंज एले और रेक्टर स्ट्रीट के बीच, 46 ट्रिनिटी पर, ब्रॉडवे बिल्डिंग के पीछे एक नया गोदाम बनाया।"," 1880 me, american express ne exchange alley aur rector street ke beech, 46 trinity par, broadway building ke peeche ek nayi godam bna. "
634,तुषारी लोग, Tushari log 
635,वे भूल गए कि आखेट के लिए वे अकेले नहीं निकले हैं।, ve bhool gaye ki aakhad ke liye ve akele nahin nikle hain. 
636,"उपन्यास और कहानी (साहित्यालोचन, हिन्दी चिट्ठा)"," upanyas aur kahani (sahityalochn, hindi chittha) "
637,विमलबोध, vimla boddh 
638,बहुत तरह से यूनानी देवी देवता नाम परिवर्तन के साथ रोम के देववाद में संमानित हुए।, bahut tarah se yunani devi devta naam parivartan ke saath roma ke devavad me sammanit hue. 
639,जाफरपुर रेलवे स्टेशन, jafrpur railway station 
640,"वे बहुत जल्दी सीख जाया करते हैं, मानो प्रशिक्षण में उन्हें मजा आता हो और वे वस्तुओं के नाम लंबे समय तक याद रख सकते हैं।"," ve bahut jaldi seikh jate hai, manov prashikshan me unhe maja aata ho aur ve vastuon ke naam lamba samay tak yaad rakh sakte hain. "
641,"पटकाई पहाड़ों में तीन मुख्य शृंखलाएँ शामिल हैं: पटकाई बुम, खसी-गारो-जयंतिया शृंखला और लुशाई पहाड़ियाँ।"," patkai parvaton me teen mukhya shrenkhanayein shamil hain: patkai bum, khasi-garo-jayantiya shrenkhanaya aur lusai parvatiyon. "
642,"भारत में बिना नकद लेनदेन एक पहल है जिसके अंतर्गत रोजमर्रा की वस्तुओं को खरीदने के लिए एक ग्राहक, विक्रेताओं को भुगतान नकद से करने के बजाय एक फीचर फोन (प्राथमिक मोबाइल फोन) के माध्यम से सीधे अपने बैंक खाते से करता है।"," Bharat mein bina nakad len den ek pehal hai jiski antar-gat rojmarra ki vastuon ko khareedne ke liye ek gurak, vikretaon ko bhugtan nakad se karen ke bajay ek feature phone (prathmik mobile phone) ke madhyam se se direct apne bank khate se karta hai. "
643,इन भंडारों में आग से आसपास के रहवासी समुदाय और प्रतिष्ठानों के कर्मियों को भी खतरा होगा।, in bhandaaron me aag se aaspaas ke rahevaasi samuday aur pratishthanon ke karmiyon ko bhi khatra hoga. 
644,अप्रैल १९९७ में भारत के प्रधानमंत्री बनने से पहले उन्होंने केन्द्रीय मन्त्रिमण्डल में विभिन्न पदों पर काम किया।, April 1997 me Bharat ke Pradhanmantri bane se pehle unhone Kendriya Mantrimandal me Vibhinn Padon par kaam kiya. 
645,"इंग्लैण्ड की एलिज़ाबेथ प्रथम की विचित्र वस्तुओं की संदूक में एक ""इकसिंगे की सींग"" रखी हुई थी जिसे आर्कटिक अन्वेषक मार्टिन फ्रोबिशर ने 1577 में लैब्राडोर से वापस लौटते समय लेते आए थे।"," inglan ki elizabath pratham ki vichitri vastuo ki sandook me ek ""ikasinge ki seng"" rakhi hui thi jise arktik anveshak martin frubisher ne 1577 me labrador se vapsi karte samay lete aate the. "
646,एल्दो गूची ने अमेरिकन मोटर्स कॉर्पोरेशन (AMC) से किये समझौते सहित अन्य नए बाज़ारों में अपने कारोबार का विस्तार किया।, eldo gucci ne american motors corporation (AMC) se kiye samjhauta saath hi anya nay bazaaron me apne kaarobaar ka vastaar kiya. 
647,यह विशेष रूप से अनुभवहीन पुरातत्वविदों के साथ होता है जो कि संकोचशील होते हैं।, yah vishesh roop se anubhavahin puratattvividon ke saath hota hai jo ki sankochshil hote hain. 
648,पलोल को पुजारी की भांति पवित्र माना जाता है और उसके द्वारा ब्रहाचर्य का पालन करना आवश्यक माना जाता है।, palol ko pujari ki banti pavitra mana jata hai aur uske dwara brahacharya ka palan karna avashyak mana jata hai. 
649,"उन्होंने भर्ती रिज़र्व बैंक में भी ""ग्रेड बी"" अधिकारी के तौर पर काम किया हैं।"," unhone bharati rizarv bank me bhi ""grade bhi"" adhikari ke taur par kaam kiya h. "
650,"तथ्य यह है कि कलवार में से कुछ जैन धर्म के अनुयायी हैं - एक धर्म है, जो मुख्यतः बानिया का पालन करता है, इस सिद्धांत को जोड़ता है।"," tathy yah hai ki kalwar se kuch Jain dharm ke anuyayee hain - ek dharm hai, jo mukhyat baniya ka palan karta hai, is sidhant ko jodta hai. "
651,महिला में आपको हल््की सी छाप माधुरी दीक्षित की॥॥, mahila mein aapko halki si chaap madhuri Dixit ki. 
652,यह लाल लिटमस को नीला कर देता है। इसका सान्द्र विलयन लिकर अमोनिया कहलाता है," yah laal litmus ko neela karta hai, iska sandra vilayn liker amonia kahalet hai. "
653,अपार्टमेंट ३ में घुसपैठियों ने छह पहलवानों और भारोत्तोलकों को बन्दी बनाया।, aparment 3 me ghospatiyon ne 6 pehalwanon aur bharottolakon ko bandi banaaya. 
654,भाई गुरदास ने भी इसी प्रवृत्ति को कई वारों में अपनाया है।, bhai gurudas ne bhi isi prvratti ko kayi varon me apnaya hai. 
655,यह उपन्यास उत्तर प्रदेश के एक नगर गाजीपुर से लगभग ग्यारह मील दूर बसे गांव गंगोली के शिक्षा समाज की कहानी कहता है।, yah upanyas uttar pradesh ke ek nagar gaziapur se lagbhag gayarh milee door basa gao gangoli ke shiksha samaj ki kahani karta hai. 
656,"मल्टिपल स्क्लेरोसिस (बहुसृत काठिन्य) बीमारी के पुनरावर्तन अक्सर अप्रत्याशित होते हैं, जो बिना किसी चेतावनी के और प्रेरित करने वाले बिना स्पष्ट कारकों के उत्पन्न होते हैं जिसकी दर मुश्किल से डेढ़ वर्ष से अधिक होती है।"," mulitiple sklerosus (bahu srit kathinay) bimari ke punaravartan aksar apratyasheet hote hain, jo bina kisi chetavni ke aur prerit karne wale bina spasht karkon ke utpann hote hain jiski dar mushkil se dheej varsh se adhik hoti hai. "
657,सत्य क्या है?, satya kya hai? 
658,लगभग ३ किमी दूर पन्ज़थ नाग है।, lagbhag 3 kmi door panjtha nag hai. 
659,"मुख्य रूप से यह कृतंक (rodent) प्राणियों (प्राय: चूहे) का रोग है, जो पास्चुरेला पेस्टिस नामक जीवाणु द्वारा उत्पन्न होता है।"," mukhya roop se yah krantak (rodent) praniyon (pray: chuhe) ka rog hai, jo paschurala pestis naamak jeevanu dwara utpann hota hai. "
